Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Sale Year,Sale Month,geocode_query,geocode_status,latitude,longitude
2016-09-30,"28 BRACKEN COURT, DONNYBROOK, CORK",Cork,,181000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9,"28 BRACKEN COURT, DONNYBROOK, CORK",ok,51.861953,-8.436757
2016-12-20,"2 AN CLOCHAR, CONVENT RD, DONERAILE",Cork,,50152.49,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,2016,12,"2 AN CLOCHAR, CONVENT RD, DONERAILE, Cork",ok,52.218364,-8.590202
2016-09-28,"Apartment 7 The Court, Clonattin, Gorey",Wexford,,62171.81,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,9,"Apartment 7 The Court, Clonattin, Gorey, Wexford",ok_relaxed_area,52.678077,-6.279601
2016-09-16,"6 Monalin, Wicklow Hills, Newtownmountkennedy",Wicklow,,223348.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,9,"6 Monalin, Wicklow Hills, Newtownmountkennedy",ok,53.088615,-6.113395
2016-01-29,"18 Lislea, Frascati Park, Blackrock",Dublin,,310000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1,"18 Lislea, Frascati Park, Blackrock, Dublin",ok_relaxed_area,53.301861,-6.183336
2016-10-03,"CREGAREE, KILWOGAN, CELBRIDGE",Kildare,,515000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"CREGAREE, KILWOGAN, CELBRIDGE, Kildare",ok_relaxed_area,53.352585,-6.558192
2016-05-13,"60 LILYS WAY, ONGAR, DUBLIN 15",Dublin,,220000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5,"60 LILYS WAY, ONGAR, DUBLIN 15",ok,53.39796,-6.441167
2016-01-21,"15 APPLEWOOD PLACE, APPLEWOOD, SWORDS",Dublin,,110000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1,"15 APPLEWOOD PLACE, APPLEWOOD, SWORDS, Dublin",ok,53.470088,-6.231747
2016-03-03,"KILMAGIG UPPER, AVOCA, WICKLOW",Wicklow,,390000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3,"KILMAGIG UPPER, AVOCA, WICKLOW",ok_relaxed_area,52.84981,-6.19219
2016-09-12,"43 FOYLE RD, FAIRVIEW, DUBLIN 3",Dublin,,435000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9,"43 FOYLE RD, FAIRVIEW, DUBLIN 3",ok,53.367416,-6.240315
2016-02-18,"25 OAKHILL, SWEETFIELD, YOUGHAL",Cork,,110000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"25 OAKHILL, SWEETFIELD, YOUGHAL, Cork",ok,51.954998,-7.869029
2016-09-14,"361 MALAHIDE MARINA VILLAGE, MALAHIDE, DUBLIN",Dublin,,260000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9,"361 MALAHIDE MARINA VILLAGE, MALAHIDE, DUBLIN",ok_relaxed_area,53.454299,-6.15466
2016-04-08,"18 THE WILLOWS, OAKLEIGH WOOD, TULLA RD",Clare,,282500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"18 THE WILLOWS, OAKLEIGH WOOD, TULLA RD, Clare",ok,52.858036,-8.966792
2016-10-25,"THE PRESBYTERY, OLDTOWN, DUBLIN",Dublin,,390000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"THE PRESBYTERY, OLDTOWN, DUBLIN",ok_relaxed_area,53.288144,-6.388198
2016-02-12,"29 STOCKING WELL ROW, STOCKING AVE, RATHFARNHAM DUBLIN 16",Dublin,,220500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"29 STOCKING WELL ROW, STOCKING AVE, RATHFARNHAM DUBLIN 16",ok_relaxed_area,53.271943,-6.320121
2016-03-24,"5 JAMES GATE, JAMES ST, WATERFORD",Waterford,,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3,"5 JAMES GATE, JAMES ST, WATERFORD",ok_relaxed_area,52.26198,-7.11892
2016-11-30,"28 CARNEGIE COURT, NORTH ST, SWORDS",Dublin,,170000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"28 CARNEGIE COURT, NORTH ST, SWORDS, Dublin",ok_relaxed_area,53.461465,-6.218522
2016-04-15,"84 NEWCOURT RD, BRAY, WICKLOW",Wicklow,,600000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"84 NEWCOURT RD, BRAY, WICKLOW",ok,53.194667,-6.095044
2016-10-27,"92 GRATTAN LODGE, DONAGHMEDE, DUBLIN 13",Dublin,,357000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"92 GRATTAN LODGE, DONAGHMEDE, DUBLIN 13",ok,53.39367,-6.159305
2016-09-23,"CLONMORE COURT, APT 3 OLD BALLYMUN RD, GLASNEVIN DUBLIN 9",Dublin,,250500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9,"CLONMORE COURT, APT 3 OLD BALLYMUN RD, GLASNEVIN DUBLIN 9",ok_relaxed_area,53.404702,-6.26369
2016-02-05,"THE RED DOOR COTTAGE, LISTMINTON, BALINTRA",Donegal,,92500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"THE RED DOOR COTTAGE, LISTMINTON, BALINTRA, Donegal",ok_relaxed_area,54.982754,-7.539522
2016-07-22,"SUNSET VIEW, CLASHACOLLAIRE, KILKENNY ROAD",Kilkenny,,130500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"SUNSET VIEW, CLASHACOLLAIRE, KILKENNY ROAD",ok_relaxed_area,52.550426,-7.384803
2016-05-27,"5 Fforster Terrace, Lucan",Dublin,,259912.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,5,"5 Fforster Terrace, Lucan, Dublin",ok,53.348148,-6.426518
2016-06-22,"5 Sundays Well, Bracken Park, Carpenterstown",Dublin,,259911.89,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,6,"5 Sundays Well, Bracken Park, Carpenterstown, Dublin",ok_relaxed_area,53.373306,-6.377576
2016-02-04,"APT 2, 2 BAILEYS NEW ST, WATERFORD",Waterford,,30000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"APT 2, 2 BAILEYS NEW ST, WATERFORD",ok,52.260559,-7.105796
2016-06-01,"Cliff Road, Ballyheigue",Kerry,,66000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,6,"Cliff Road, Ballyheigue, Kerry",ok_relaxed_area,52.513309,-9.674562
2016-12-19,"HAZELDENE, BALLINANEESHAGH, WATERFORD",Waterford,,310000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"HAZELDENE, BALLINANEESHAGH, WATERFORD",ok_relaxed_area,53.323408,-6.231279
2016-03-04,"APT 3 HUMPHREYS PAROCHIAL HALL, TOWNS PARK, BALLYHAISE",Cavan,,14250.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3,"APT 3 HUMPHREYS PAROCHIAL HALL, TOWNS PARK, BALLYHAISE, Cavan",ok_relaxed_area,54.047066,-7.316883
2016-02-26,"21 ROSEMOUNT, THURLES, CO TIPPERARY",Tipperary,,300000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"21 ROSEMOUNT, THURLES, CO TIPPERARY",ok,52.667549,-7.811047
2016-06-10,"19 Dalriada Walk, Knocklyonne, Dublin 16",Dublin,,339977.83,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,2016,6,"19 Dalriada Walk, Knocklyonne, Dublin 16",ok,53.271148,-6.32742
2016-11-16,"7 CAHEROYAN DR, ATHENRY, GALWAY",Galway,,115000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"7 CAHEROYAN DR, ATHENRY, GALWAY",ok,53.303695,-8.741368
2016-06-03,"B1 EDEN HALL, MODEL FARM RD, CORK",Cork,,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"B1 EDEN HALL, MODEL FARM RD, CORK",ok_relaxed_area,51.888443,-8.516769
2016-07-12,"MOORPARK, BIRR, COUNTY OFFALY",Offaly,,112000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"MOORPARK, BIRR, COUNTY OFFALY",ok_relaxed_area,53.0914,-7.911451
2016-08-18,"SPRINGMOUNT COTTAGE, WOOD RD CLONLARA, CLARE",Clare,,227000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"SPRINGMOUNT COTTAGE, WOOD RD CLONLARA, CLARE",ok_relaxed_area,52.694182,-8.731328
2016-08-12,"39 ABBEY COURT, LIMERICK RD, ENNIS",Clare,,155000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"39 ABBEY COURT, LIMERICK RD, ENNIS, Clare",ok_relaxed_area,52.831435,-8.98021
2016-06-02,"SHANAVALLA, BALLYMACELLIGOTT, TRALEE",Kerry,,137000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"SHANAVALLA, BALLYMACELLIGOTT, TRALEE, Kerry",ok_relaxed_area,52.246937,-9.600699
2016-07-20,"21 ROSEHILL, OCALLAGHAN STRAND, LIMERICK",Limerick,,260000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"21 ROSEHILL, OCALLAGHAN STRAND, LIMERICK",ok_relaxed_area,52.664334,-8.633668
2016-04-05,"1 COURT VIEW, ROSCOMMON, ROSCOMMON",Roscommon,,118000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2016,4,"1 COURT VIEW, ROSCOMMON, ROSCOMMON",ok,53.629936,-8.192355
2016-11-01,"8 MEADOWBROOK, TRAMORE, WATERFORD",Waterford,,196000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"8 MEADOWBROOK, TRAMORE, WATERFORD",ok,52.166027,-7.163121
2016-05-12,"8 WOODHAVEN, MERLIN PARK, GALWAY",Galway,,300000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5,"8 WOODHAVEN, MERLIN PARK, GALWAY",ok_relaxed_area,53.277091,-9.004686
2016-01-11,"23 FRENCHPARK, ORANMORE, GALWAY",Galway,,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1,"23 FRENCHPARK, ORANMORE, GALWAY",ok,53.268582,-8.920565
2016-12-15,"31 RAVENSWOOD VIEW, CLONEE, DUBLIN 15",Dublin,,170000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"31 RAVENSWOOD VIEW, CLONEE, DUBLIN 15",ok,53.394344,-6.426644
2016-08-29,"25 CALTRAGH HEIGHTS, CALTRAGH, SLIGO",Sligo,,132000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"25 CALTRAGH HEIGHTS, CALTRAGH, SLIGO",ok,54.259857,-8.474869
2016-03-21,"19 Abbey Court, Ballina",Mayo,,67841.4,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,3,"19 Abbey Court, Ballina, Mayo",ok,54.111019,-9.147352
2016-10-28,"3 THE SPIRES, INNISHANNON, CORK",Cork,,455000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"3 THE SPIRES, INNISHANNON, CORK",ok,51.766643,-8.660627
2016-04-08,"BALLYMORRIS RD, PORTARLINGTON, LAOIS",Laois,,135000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"BALLYMORRIS RD, PORTARLINGTON, LAOIS",ok_relaxed_area,53.15541,-7.188648
2016-11-01,"59 Carrigweir, Tuam",Galway,,116775.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,11,"59 Carrigweir, Tuam, Galway",ok,53.515407,-8.861914
2016-09-15,"4 ARD NA GREINE, CELBRIDGE ROAD, MAYNOOTH",Kildare,,528634.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2016,9,"4 ARD NA GREINE, CELBRIDGE ROAD, MAYNOOTH, Kildare",ok,53.368389,-6.576539
2016-01-25,"broomfield, midleton",Cork,,46000.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2016,1,"broomfield, midleton, Cork",ok_relaxed_area,51.914288,-8.172756
2016-10-28,"139 THE COURT, DUNBOYNE CASTEL, DUNBOYNE",Meath,,151500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"139 THE COURT, DUNBOYNE CASTEL, DUNBOYNE, Meath",ok_relaxed_area,53.415901,-6.479807
2016-04-27,"11 ATHLUMNEY VILLAS, RANELAGH, DUBLIN",Dublin,,275000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"11 ATHLUMNEY VILLAS, RANELAGH, DUBLIN",ok,53.32946,-6.260829
2016-02-19,"152 HEATHER HILL DOWNS, GRAIGUECULLEN, CARLOW",Laois,,158500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"152 HEATHER HILL DOWNS, GRAIGUECULLEN, CARLOW, Laois",ok,52.844066,-6.94704
2016-10-26,"11 EASTLY COURT COLLEGE WOOD, MALLOW, CORK",Cork,,175000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"11 EASTLY COURT COLLEGE WOOD, MALLOW, CORK",ok,52.131107,-8.625742
2016-07-18,"92 SOUTHGATE 1 7 CORK ST, DUBLIN 8, DUBLIN",Dublin,,249000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"92 SOUTHGATE 1 7 CORK ST, DUBLIN 8, DUBLIN",ok,53.336178,-6.288613
2016-07-22,"12 VILLAGE COURT, UPPER PATRICK ST, KILKENNY",Kilkenny,,375000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"12 VILLAGE COURT, UPPER PATRICK ST, KILKENNY",ok_relaxed_area,52.647187,-7.25067
2016-12-21,"22 TEMPLE HALL, MOUNT SAINT ANNES, MILLTOWN",Dublin,,273127.75,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12,"22 TEMPLE HALL, MOUNT SAINT ANNES, MILLTOWN, Dublin",ok_relaxed_area,53.313973,-6.249501
2016-11-28,"68 Dealg Ban, Ladysbridge",Cork,,220264.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,11,"68 Dealg Ban, Ladysbridge, Cork",ok,51.896938,-8.046095
2016-12-20,"91 THE ATRIUM, ROEBUCK HILL, FOSTERS AVE",Dublin,,365000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"91 THE ATRIUM, ROEBUCK HILL, FOSTERS AVE, Dublin",ok,53.299202,-6.208238
2016-06-03,"108 College Square, Terenure",Dublin,,596600.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2016,6,"108 College Square, Terenure, Dublin",ok,53.30746,-6.309111
2016-07-15,"8 AN CRANNLA, DRANSHA, BUNCRANA",Donegal,,90000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"8 AN CRANNLA, DRANSHA, BUNCRANA, Donegal",ok,55.125659,-7.445387
2016-08-02,"ST GERARDS, THE BATTERIES, ATHLONE",Westmeath,,107000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"ST GERARDS, THE BATTERIES, ATHLONE, Westmeath",ok_relaxed_area,53.423965,-7.940385
2016-09-16,"1 THORNMANBY ROAD, HOWTH, DUBLIN 13",Dublin,,425000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9,"1 THORNMANBY ROAD, HOWTH, DUBLIN 13",ok,53.383895,-6.062892
2016-12-13,"DRUMBEE, KILNALECK, COUNTY CAVAN",Cavan,,69320.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"DRUMBEE, KILNALECK, COUNTY CAVAN",ok_relaxed_area,53.87592,-7.328549
2016-12-09,"32 Downview, Farranlea Road",Cork,,156800.57,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12,"32 Downview, Farranlea Road, Cork",ok,52.126361,-8.644621
2016-07-22,"15 CLUAIN AITEANN, BREE, ENNISCORTHY",Wexford,,80000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"15 CLUAIN AITEANN, BREE, ENNISCORTHY, Wexford",ok,52.434043,-6.607315
2016-09-09,"41 OLD ISLAND RD, ISLAND RD, LIMERICK",Limerick,,90000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9,"41 OLD ISLAND RD, ISLAND RD, LIMERICK",ok_relaxed_area,52.67159,-8.623852
2016-08-26,"BLOCK 4 APT 12, MAIN ST, TULLAMORE",Offaly,,80000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"BLOCK 4 APT 12, MAIN ST, TULLAMORE, Offaly",ok_relaxed_area,53.274518,-7.4967
2016-04-20,"5 Coirneal Chearta, Kilkee, Co. Clare",Clare,,74008.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,4,"5 Coirneal Chearta, Kilkee, Co. Clare",ok,52.678897,-9.64409
2016-07-27,"35 DANGAN HEIGHTS, GALWAY, GALWAY",Galway,,277000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"35 DANGAN HEIGHTS, GALWAY, GALWAY",ok,53.289745,-9.081154
2016-01-05,"10 Ard Dara Drive, Station Road, Blarney",Cork,,340000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1,"10 Ard Dara Drive, Station Road, Blarney, Cork",ok_relaxed_area,51.943167,-8.561561
2016-01-23,"96 Ros Ard, Upper Glanmire, Ballinvriskig",Cork,,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1,"96 Ros Ard, Upper Glanmire, Ballinvriskig, Cork",ok,51.952796,-8.42455
2016-10-11,"CLOUGLEAFIN, MITCHELSTOWN, CO CORK",Cork,,55000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"CLOUGLEAFIN, MITCHELSTOWN, CO CORK",ok_relaxed_area,52.266468,-8.269862
2016-10-12,"30 DUN CORAN, YOUGHAL, CO CORK",Cork,,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"30 DUN CORAN, YOUGHAL, CO CORK",ok,51.956253,-7.865151
2016-04-11,"110 CRANN NUA, PORTARLINGTON, LAOIS",Laois,,102000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"110 CRANN NUA, PORTARLINGTON, LAOIS",ok_relaxed_area,53.168519,-7.184893
2016-11-21,"2 ST BRIGIDS CLOSE, KILLESTER, DUBLIN 5",Dublin,,400000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"2 ST BRIGIDS CLOSE, KILLESTER, DUBLIN 5",ok,53.267524,-6.16986
2016-06-01,"146 BALROTHERY EST, TALLAGHT, DUBLIN 24",Dublin,,205000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"146 BALROTHERY EST, TALLAGHT, DUBLIN 24",ok,53.291301,-6.336921
2016-12-15,"SPRINGFIELD HOUSE, LOWER ALBERT RD, GLENAGEARY",Dublin,,995000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"SPRINGFIELD HOUSE, LOWER ALBERT RD, GLENAGEARY, Dublin",ok_relaxed_area,53.277483,-6.121529
2016-11-29,"15 OAK MANOR, BALLACOLLIG, MOUNTMELLICK",Laois,,99500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"15 OAK MANOR, BALLACOLLIG, MOUNTMELLICK, Laois",ok,53.121635,-7.316158
2016-12-08,"8 MAYSTON CRESCENT, FINGLAS, DUBLIN 11",Dublin,,120000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"8 MAYSTON CRESCENT, FINGLAS, DUBLIN 11",ok_relaxed_area,53.406506,-6.286657
2016-06-30,"32 BUSHFIELD DR, CLONDALKIN, DUBLIN 22",Dublin,,250000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"32 BUSHFIELD DR, CLONDALKIN, DUBLIN 22",ok,53.30986,-6.406172
2016-03-10,"MUSWELL GREEN, DROMORE, BANTRY",Cork,,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3,"MUSWELL GREEN, DROMORE, BANTRY, Cork",ok_relaxed_area,51.680252,-9.45238
2016-04-15,"9 The Downs, Whitefield Manor, Bettystown",Meath,,234427.31,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,4,"9 The Downs, Whitefield Manor, Bettystown, Meath",ok,53.701194,-6.266894
2016-11-09,"11 Parkside Walk, Parkside, Dublin 13",Dublin,,292944.93,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,11,"11 Parkside Walk, Parkside, Dublin 13",ok,53.406379,-6.166203
2016-12-01,"CUSHEEN, CORBALLY, KILKEE",Clare,,230000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"CUSHEEN, CORBALLY, KILKEE, Clare",ok_relaxed_area,52.706825,-9.629074
2016-04-01,"KILLAGURTEEN, WATERVILLE, CO KERRY",Kerry,,327000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"KILLAGURTEEN, WATERVILLE, CO KERRY",ok_relaxed_area,51.8273,-10.172084
2016-04-08,"67 BLASKET SQ, WATERVILLE, SNUGBORO RD DUBLIN 15",Dublin,,176500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"67 BLASKET SQ, WATERVILLE, SNUGBORO RD DUBLIN 15",ok,53.393535,-6.375353
2016-04-21,"42 CRUMLIN ROAD, CRUMLIN, DUBLIN 12",Dublin,,60000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"42 CRUMLIN ROAD, CRUMLIN, DUBLIN 12",ok,53.331378,-6.295512
2016-08-04,"5 RICHARDSONS SQ, THE FOLLY, WATERFORD",Waterford,,139000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"5 RICHARDSONS SQ, THE FOLLY, WATERFORD",ok,52.247184,-7.109931
2016-10-10,"1 SEAMOUNT, SALTHILL, GALWAY",Galway,,900000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"1 SEAMOUNT, SALTHILL, GALWAY",ok,53.257843,-9.090347
2016-10-18,"KILLAVALLIG, KANTURK, CORK",Cork,,39000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"KILLAVALLIG, KANTURK, CORK",ok_relaxed_area,52.1775,-8.904605
2016-06-08,"1 ST JOSEPHS AVE, HENRY ST, GALWAY",Galway,,205000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"1 ST JOSEPHS AVE, HENRY ST, GALWAY",ok_relaxed_area,53.270999,-9.059936
2016-09-06,"24 SEAGRAVE, THE LINKS, STATION RD",Dublin,,194000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9,"24 SEAGRAVE, THE LINKS, STATION RD, Dublin",ok_relaxed_area,53.405757,-6.292767
2016-05-06,"CORMEEN, BALLYJAMESDUFF, CAVAN",Cavan,,64500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5,"CORMEEN, BALLYJAMESDUFF, CAVAN",ok_relaxed_area,53.82331,-7.177368
2016-11-10,"37 GRANARY COURT, LADYSWELL, NORTH CITY LINK RD",Cork,,122850.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"37 GRANARY COURT, LADYSWELL, NORTH CITY LINK RD, Cork",ok_relaxed_area,51.908856,-8.473237
2016-02-26,"34 Whitethorn, Athgarvan",Kildare,,273127.75,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2016,2,"34 Whitethorn, Athgarvan, Kildare",ok,53.150382,-6.780492
2016-03-04,"87 MADIERA WOOD, THE MOYNE, ENNISCORTHY",Wexford,,121000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3,"87 MADIERA WOOD, THE MOYNE, ENNISCORTHY, Wexford",ok,52.515903,-6.577152
2016-11-14,"11 MOUNT SYMON AVE, CLONSILLA, DUBLIN 15",Dublin,,290000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"11 MOUNT SYMON AVE, CLONSILLA, DUBLIN 15",ok,53.387084,-6.419862
2016-07-15,"21 THE JETTY, MARKET POINT, PATRICK ST MULLINGAR",Westmeath,,74500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"21 THE JETTY, MARKET POINT, PATRICK ST MULLINGAR, Westmeath",ok_relaxed_area,53.523458,-7.350967
2016-04-27,"1 OLD COURT VIEW, FIRHOUSE, DUBLIN 24",Dublin,,25000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2016,4,"1 OLD COURT VIEW, FIRHOUSE, DUBLIN 24",ok,53.451755,-6.155081
